YYYYMMDD,TG,RH,SP,FG
2005-01-02,64.0,-1.0,14.0,59.0
2005-01-03,75.0,0.0,8.0,48.0
2005-01-04,76.0,16.0,0.0,66.0
2005-01-05,59.0,32.0,0.0,42.0
2005-01-06,77.0,3.0,64.0,50.0
2005-01-07,112.0,-1.0,0.0,80.0
2005-01-08,91.0,-1.0,23.0,88.0
2005-01-09,75.0,3.0,34.0,59.0
2005-01-10,113.0,19.0,40.0,62.0
2005-01-11,101.0,7.0,38.0,53.0
2005-01-12,79.0,3.0,55.0,52.0
2005-01-13,56.0,0.0,18.0,40.0
2005-01-14,29.0,1.0,82.0,20.0
2005-01-15,3.0,0.0,79.0,29.0
2005-01-16,12.0,0.0,85.0,31.0
2005-01-17,63.0,78.0,0.0,55.0
2005-01-18,47.0,5.0,10.0,39.0
2005-01-19,55.0,4.0,69.0,48.0
2005-01-20,96.0,16.0,0.0,70.0
2005-01-21,58.0,8.0,24.0,54.0
2005-01-22,39.0,9.0,53.0,26.0
2005-01-23,16.0,20.0,52.0,33.0
2005-01-24,6.0,10.0,65.0,33.0
2005-01-25,-3.0,4.0,52.0,32.0
2005-01-26,-8.0,0.0,83.0,28.0
2005-01-27,13.0,14.0,0.0,12.0
2005-01-28,20.0,-1.0,2.0,18.0
2005-01-29,12.0,2.0,22.0,20.0
2005-01-30,59.0,11.0,3.0,23.0
2005-01-31,65.0,56.0,0.0,39.0
2005-02-01,46.0,4.0,19.0,33.0
2005-02-02,62.0,37.0,27.0,32.0
2005-02-03,65.0,4.0,26.0,23.0
2005-02-04,55.0,0.0,29.0,17.0
2005-02-05,23.0,0.0,81.0,35.0
2005-02-06,25.0,0.0,78.0,30.0
2005-02-07,-8.0,0.0,87.0,22.0
2005-02-08,-4.0,0.0,87.0,16.0
2005-02-09,52.0,2.0,22.0,39.0
2005-02-10,74.0,96.0,0.0,54.0
2005-02-11,66.0,23.0,23.0,15.0
2005-02-12,81.0,46.0,2.0,72.0
2005-02-13,35.0,4.0,23.0,48.0
2005-02-14,36.0,22.0,34.0,49.0
2005-02-15,17.0,-1.0,9.0,46.0
2005-02-16,0.0,0.0,53.0,35.0
2005-02-17,6.0,0.0,5.0,9.0
2005-02-18,18.0,30.0,0.0,37.0
2005-02-19,24.0,43.0,46.0,26.0
2005-02-20,22.0,2.0,60.0,31.0
2005-02-21,18.0,7.0,25.0,43.0
2005-02-22,2.0,2.0,23.0,54.0
2005-02-23,-3.0,3.0,1.0,28.0
2005-02-24,0.0,4.0,31.0,25.0
2005-02-25,0.0,0.0,32.0,21.0
2005-02-26,12.0,2.0,2.0,30.0
2005-02-27,-24.0,-1.0,71.0,44.0
2005-02-28,-31.0,0.0,92.0,27.0
2005-03-01,-13.0,20.0,0.0,58.0
2005-03-02,-7.0,61.0,0.0,30.0
2005-03-03,-24.0,-1.0,1.0,39.0
2005-03-04,-55.0,8.0,33.0,26.0
2005-03-05,-16.0,13.0,14.0,31.0
2005-03-06,-11.0,17.0,52.0,32.0
2005-03-07,35.0,18.0,13.0,29.0
2005-03-08,49.0,11.0,26.0,37.0
2005-03-09,44.0,3.0,26.0,28.0
2005-03-10,27.0,0.0,45.0,21.0
2005-03-11,45.0,43.0,0.0,58.0
2005-03-12,36.0,38.0,24.0,53.0
2005-03-13,45.0,-1.0,27.0,40.0
2005-03-14,40.0,1.0,0.0,28.0
2005-03-15,81.0,0.0,42.0,48.0
2005-03-16,139.0,10.0,57.0,55.0
2005-03-17,111.0,-1.0,5.0,67.0
2005-03-18,94.0,-1.0,3.0,37.0
2005-03-19,95.0,1.0,0.0,19.0
2005-03-20,78.0,0.0,70.0,33.0
2005-03-21,99.0,0.0,90.0,48.0
2005-03-22,122.0,17.0,12.0,41.0
2005-03-23,121.0,0.0,88.0,28.0
2005-03-24,128.0,9.0,52.0,33.0
2005-03-25,104.0,2.0,26.0,24.0
2005-03-26,108.0,5.0,29.0,22.0
2005-03-27,116.0,6.0,7.0,30.0
2005-03-28,104.0,-1.0,1.0,22.0
2005-03-29,104.0,0.0,6.0,24.0
2005-03-30,118.0,1.0,16.0,39.0
2005-03-31,111.0,14.0,62.0,30.0
2005-04-01,102.0,0.0,81.0,26.0
2005-04-02,108.0,0.0,92.0,35.0
2005-04-03,138.0,0.0,75.0,25.0
2005-04-04,118.0,30.0,53.0,33.0
2005-04-05,90.0,2.0,70.0,33.0
2005-04-06,88.0,15.0,11.0,43.0
2005-04-07,91.0,3.0,54.0,67.0
2005-04-08,64.0,73.0,20.0,36.0
2005-04-09,48.0,49.0,32.0,39.0
2005-04-10,78.0,14.0,36.0,28.0
2005-04-11,104.0,0.0,89.0,24.0
2005-04-12,99.0,0.0,65.0,17.0
2005-04-13,105.0,82.0,1.0,33.0
2005-04-14,124.0,23.0,18.0,36.0
2005-04-15,107.0,-1.0,25.0,35.0
2005-04-16,78.0,46.0,0.0,35.0
2005-04-17,116.0,0.0,53.0,23.0
2005-04-18,105.0,14.0,21.0,28.0
2005-04-19,86.0,83.0,2.0,19.0
2005-04-20,88.0,26.0,32.0,28.0
2005-04-21,83.0,0.0,93.0,25.0
2005-04-22,89.0,0.0,92.0,18.0
2005-04-23,112.0,0.0,90.0,23.0
2005-04-24,126.0,0.0,64.0,31.0
2005-04-25,127.0,0.0,50.0,36.0
2005-04-26,106.0,53.0,5.0,19.0
2005-04-27,114.0,29.0,64.0,40.0
2005-04-28,129.0,3.0,25.0,28.0
2005-04-29,142.0,84.0,20.0,22.0
2005-04-30,151.0,0.0,7.0,16.0
2005-05-01,196.0,-1.0,58.0,27.0
2005-05-02,151.0,30.0,11.0,13.0
2005-05-03,138.0,18.0,27.0,19.0
2005-05-04,118.0,2.0,1.0,32.0
2005-05-05,98.0,45.0,29.0,33.0
2005-05-06,104.0,2.0,56.0,40.0
2005-05-07,85.0,70.0,26.0,33.0
2005-05-08,77.0,20.0,60.0,34.0
2005-05-09,79.0,31.0,55.0,35.0
2005-05-10,80.0,3.0,41.0,31.0
2005-05-11,82.0,1.0,58.0,30.0
2005-05-12,89.0,0.0,80.0,35.0
2005-05-13,118.0,0.0,69.0,48.0
2005-05-14,109.0,0.0,85.0,48.0
2005-05-15,107.0,46.0,37.0,29.0
2005-05-16,91.0,10.0,1.0,23.0
2005-05-17,67.0,14.0,21.0,19.0
2005-05-18,83.0,0.0,64.0,12.0
2005-05-19,133.0,36.0,21.0,40.0
2005-05-20,165.0,22.0,16.0,35.0
2005-05-21,156.0,35.0,60.0,34.0
2005-05-22,146.0,19.0,61.0,35.0
2005-05-23,124.0,0.0,62.0,35.0
2005-05-24,136.0,-1.0,11.0,41.0
2005-05-25,174.0,0.0,47.0,35.0
2005-05-26,206.0,0.0,57.0,29.0
2005-05-27,226.0,0.0,86.0,23.0
2005-05-28,197.0,0.0,84.0,34.0
2005-05-29,142.0,81.0,38.0,22.0
2005-05-30,103.0,55.0,15.0,20.0
2005-05-31,118.0,2.0,70.0,30.0
2005-06-01,135.0,-1.0,67.0,16.0
2005-06-02,156.0,10.0,9.0,34.0
2005-06-03,173.0,77.0,28.0,31.0
2005-06-04,143.0,56.0,24.0,50.0
2005-06-05,143.0,11.0,12.0,35.0
2005-06-06,117.0,-1.0,13.0,33.0
2005-06-07,108.0,-1.0,19.0,36.0
2005-06-08,117.0,0.0,83.0,22.0
2005-06-09,132.0,0.0,76.0,18.0
2005-06-10,128.0,-1.0,37.0,28.0
2005-06-11,113.0,-1.0,29.0,30.0
2005-06-12,118.0,52.0,10.0,27.0
2005-06-13,119.0,2.0,53.0,33.0
2005-06-14,142.0,0.0,80.0,25.0
2005-06-15,163.0,-1.0,47.0,30.0
2005-06-16,180.0,-1.0,33.0,42.0
2005-06-17,189.0,1.0,4.0,30.0
2005-06-18,200.0,0.0,78.0,26.0
2005-06-19,225.0,0.0,91.0,28.0
2005-06-20,252.0,0.0,79.0,25.0
2005-06-21,203.0,0.0,47.0,25.0
2005-06-22,196.0,0.0,74.0,15.0
2005-06-23,235.0,0.0,81.0,20.0
2005-06-24,256.0,0.0,70.0,18.0
2005-06-25,186.0,28.0,12.0,35.0
2005-06-26,172.0,0.0,75.0,28.0
2005-06-27,175.0,0.0,88.0,25.0
2005-06-28,187.0,0.0,87.0,31.0
2005-06-29,191.0,8.0,23.0,25.0
2005-06-30,174.0,74.0,20.0,20.0
2005-07-01,166.0,2.0,34.0,26.0
2005-07-02,177.0,4.0,4.0,20.0
2005-07-03,200.0,0.0,43.0,21.0
2005-07-04,172.0,35.0,26.0,40.0
2005-07-05,148.0,4.0,36.0,33.0
2005-07-06,149.0,79.0,9.0,30.0
2005-07-07,152.0,0.0,46.0,17.0
2005-07-08,148.0,23.0,5.0,15.0
2005-07-09,169.0,0.0,52.0,23.0
2005-07-10,218.0,0.0,73.0,35.0
2005-07-11,201.0,0.0,44.0,36.0
2005-07-12,201.0,0.0,68.0,28.0
2005-07-13,196.0,0.0,65.0,24.0
2005-07-14,213.0,0.0,76.0,13.0
2005-07-15,203.0,0.0,37.0,28.0
2005-07-16,168.0,0.0,50.0,21.0
2005-07-17,177.0,0.0,26.0,13.0
2005-07-18,200.0,13.0,34.0,25.0
2005-07-19,179.0,23.0,33.0,43.0
2005-07-20,163.0,50.0,38.0,46.0
2005-07-21,153.0,1.0,15.0,43.0
2005-07-22,147.0,55.0,3.0,28.0
2005-07-23,147.0,-1.0,23.0,24.0
2005-07-24,169.0,34.0,6.0,20.0
2005-07-25,173.0,36.0,6.0,24.0
2005-07-26,153.0,6.0,3.0,18.0
2005-07-27,179.0,41.0,2.0,21.0
2005-07-28,220.0,1.0,30.0,14.0
2005-07-29,209.0,5.0,19.0,21.0
2005-07-30,175.0,78.0,48.0,35.0
2005-07-31,148.0,95.0,1.0,36.0
2005-08-01,155.0,0.0,39.0,22.0
2005-08-02,149.0,0.0,76.0,17.0
2005-08-03,153.0,37.0,46.0,23.0
2005-08-04,165.0,0.0,85.0,29.0
2005-08-05,147.0,53.0,5.0,32.0
2005-08-06,136.0,17.0,49.0,25.0
2005-08-07,134.0,21.0,63.0,29.0
2005-08-08,155.0,35.0,26.0,30.0
2005-08-09,146.0,0.0,27.0,30.0
2005-08-10,155.0,1.0,27.0,31.0
2005-08-11,161.0,1.0,19.0,21.0
2005-08-12,141.0,0.0,21.0,22.0
2005-08-13,158.0,6.0,25.0,26.0
2005-08-14,159.0,26.0,37.0,39.0
2005-08-15,151.0,1.0,1.0,29.0
2005-08-16,160.0,0.0,53.0,10.0
2005-08-17,173.0,0.0,86.0,21.0
2005-08-18,203.0,0.0,80.0,23.0
2005-08-19,189.0,1.0,21.0,22.0
2005-08-20,176.0,9.0,6.0,15.0
2005-08-21,179.0,0.0,47.0,19.0
2005-08-22,169.0,0.0,32.0,13.0
2005-08-23,151.0,10.0,22.0,21.0
2005-08-24,156.0,8.0,42.0,35.0
2005-08-25,148.0,28.0,22.0,38.0
2005-08-26,142.0,2.0,46.0,37.0
2005-08-27,151.0,-1.0,11.0,20.0
2005-08-28,163.0,0.0,81.0,22.0
2005-08-29,181.0,0.0,87.0,21.0
2005-08-30,189.0,0.0,89.0,19.0
2005-08-31,225.0,0.0,85.0,33.0
2005-09-01,197.0,3.0,20.0,30.0
2005-09-02,185.0,0.0,34.0,18.0
2005-09-03,180.0,0.0,40.0,30.0
2005-09-04,190.0,0.0,91.0,31.0
2005-09-05,205.0,0.0,93.0,29.0
2005-09-06,193.0,0.0,60.0,15.0
2005-09-07,189.0,0.0,59.0,18.0
2005-09-08,204.0,0.0,80.0,22.0
2005-09-09,208.0,4.0,19.0,17.0
2005-09-10,206.0,67.0,48.0,15.0
2005-09-11,181.0,45.0,0.0,21.0
2005-09-12,169.0,0.0,48.0,31.0
2005-09-13,154.0,0.0,76.0,10.0
2005-09-14,163.0,8.0,9.0,30.0
2005-09-15,147.0,71.0,3.0,20.0
2005-09-16,116.0,54.0,55.0,40.0
2005-09-17,98.0,-1.0,72.0,15.0
2005-09-18,107.0,0.0,73.0,11.0
2005-09-19,116.0,0.0,90.0,10.0
2005-09-20,123.0,0.0,73.0,10.0
2005-09-21,131.0,0.0,81.0,9.0
2005-09-22,135.0,0.0,86.0,15.0
2005-09-23,148.0,0.0,70.0,21.0
2005-09-24,153.0,4.0,38.0,16.0
2005-09-25,154.0,1.0,36.0,29.0
2005-09-26,148.0,58.0,22.0,32.0
2005-09-27,142.0,5.0,0.0,35.0
2005-09-28,132.0,10.0,70.0,34.0
2005-09-29,117.0,51.0,52.0,38.0
2005-09-30,124.0,52.0,1.0,36.0
2005-10-01,135.0,40.0,45.0,30.0
2005-10-02,111.0,99.0,67.0,20.0
2005-10-03,111.0,0.0,70.0,18.0
2005-10-04,122.0,0.0,68.0,36.0
2005-10-05,136.0,0.0,65.0,25.0
2005-10-06,129.0,0.0,26.0,18.0
2005-10-07,135.0,0.0,75.0,17.0
2005-10-08,139.0,0.0,19.0,23.0
2005-10-09,138.0,-1.0,13.0,16.0
2005-10-10,158.0,0.0,79.0,33.0
2005-10-11,151.0,0.0,78.0,33.0
2005-10-12,152.0,0.0,78.0,32.0
2005-10-13,147.0,0.0,75.0,21.0
2005-10-14,150.0,0.0,30.0,17.0
2005-10-15,133.0,0.0,87.0,28.0
2005-10-16,113.0,0.0,88.0,41.0
2005-10-17,88.0,0.0,86.0,45.0
2005-10-18,94.0,0.0,88.0,53.0
2005-10-19,98.0,19.0,10.0,42.0
2005-10-20,120.0,45.0,57.0,40.0
2005-10-21,121.0,65.0,3.0,35.0
2005-10-22,124.0,-1.0,6.0,43.0
2005-10-23,107.0,58.0,23.0,18.0
2005-10-24,128.0,90.0,0.0,42.0
2005-10-25,144.0,45.0,17.0,65.0
2005-10-26,141.0,0.0,66.0,38.0
2005-10-27,161.0,0.0,75.0,35.0
2005-10-28,163.0,0.0,40.0,35.0
2005-10-29,165.0,-1.0,36.0,30.0
2005-10-30,165.0,-1.0,81.0,40.0
2005-10-31,157.0,-1.0,48.0,35.0
2005-11-01,122.0,2.0,53.0,42.0
2005-11-02,124.0,62.0,0.0,46.0
2005-11-03,159.0,-1.0,76.0,55.0
2005-11-04,124.0,1.0,16.0,39.0
2005-11-05,89.0,-1.0,70.0,37.0
2005-11-06,113.0,10.0,81.0,51.0
2005-11-07,111.0,8.0,31.0,35.0
2005-11-08,116.0,0.0,50.0,40.0
2005-11-09,85.0,-1.0,9.0,22.0
2005-11-10,82.0,13.0,24.0,41.0
2005-11-11,121.0,11.0,8.0,53.0
2005-11-12,93.0,23.0,8.0,30.0
2005-11-13,71.0,0.0,78.0,12.0
2005-11-14,52.0,0.0,73.0,25.0
2005-11-15,79.0,68.0,0.0,29.0
2005-11-16,55.0,10.0,33.0,26.0
2005-11-17,40.0,43.0,26.0,18.0
2005-11-18,29.0,3.0,78.0,15.0
2005-11-19,32.0,3.0,58.0,13.0
2005-11-20,54.0,3.0,3.0,23.0
2005-11-21,64.0,1.0,5.0,26.0
2005-11-22,25.0,-1.0,2.0,14.0
2005-11-23,39.0,13.0,0.0,9.0
2005-11-24,43.0,27.0,0.0,40.0
2005-11-25,24.0,25.0,0.0,68.0
2005-11-26,18.0,9.0,0.0,28.0
2005-11-27,11.0,37.0,4.0,14.0
2005-11-28,21.0,0.0,33.0,21.0
2005-11-29,30.0,4.0,50.0,22.0
2005-11-30,29.0,-1.0,39.0,36.0
2005-12-01,17.0,0.0,80.0,48.0
2005-12-02,33.0,1.0,4.0,57.0
2005-12-03,72.0,12.0,0.0,51.0
2005-12-04,77.0,47.0,9.0,36.0
2005-12-05,62.0,53.0,28.0,33.0
2005-12-06,58.0,7.0,20.0,27.0
2005-12-07,62.0,39.0,32.0,27.0
2005-12-08,41.0,0.0,54.0,21.0
2005-12-09,10.0,0.0,33.0,16.0
2005-12-10,-12.0,-1.0,0.0,10.0
2005-12-11,34.0,-1.0,0.0,18.0
2005-12-12,60.0,-1.0,29.0,25.0
2005-12-13,66.0,-1.0,0.0,20.0
2005-12-14,67.0,12.0,60.0,23.0
2005-12-15,81.0,6.0,19.0,38.0
2005-12-16,62.0,36.0,21.0,53.0
2005-12-17,15.0,21.0,12.0,33.0
2005-12-18,16.0,18.0,44.0,26.0
2005-12-19,43.0,21.0,41.0,32.0
2005-12-20,45.0,-1.0,0.0,27.0
2005-12-21,53.0,15.0,0.0,36.0
2005-12-22,76.0,18.0,9.0,25.0
2005-12-23,78.0,-1.0,0.0,31.0
2005-12-24,71.0,0.0,18.0,23.0
2005-12-25,45.0,1.0,82.0,22.0
2005-12-26,17.0,25.0,50.0,24.0
2005-12-27,-12.0,1.0,27.0,40.0
2005-12-28,-20.0,0.0,68.0,33.0
2005-12-29,-17.0,-1.0,64.0,25.0
2005-12-30,-12.0,11.0,9.0,54.0
2005-12-31,45.0,21.0,6.0,47.0
2006-01-01,40.0,0.0,0.0,24.0
2006-01-02,15.0,-1.0,29.0,13.0
2006-01-03,-2.0,-1.0,73.0,16.0
2006-01-04,16.0,-1.0,9.0,29.0
2006-01-05,7.0,0.0,0.0,46.0
2006-01-06,19.0,0.0,0.0,38.0
2006-01-07,20.0,0.0,55.0,34.0
2006-01-08,19.0,0.0,0.0,32.0
2006-01-09,-6.0,0.0,81.0,23.0
2006-01-10,22.0,0.0,12.0,39.0
2006-01-11,36.0,47.0,0.0,44.0
2006-01-12,19.0,0.0,0.0,25.0
2006-01-13,12.0,0.0,75.0,34.0
2006-01-14,10.0,0.0,84.0,35.0
2006-01-15,-16.0,0.0,84.0,32.0
2006-01-16,7.0,7.0,47.0,42.0
2006-01-17,53.0,49.0,2.0,39.0
2006-01-18,34.0,1.0,26.0,18.0
2006-01-19,46.0,13.0,0.0,30.0
2006-01-20,78.0,25.0,6.0,52.0
2006-01-21,58.0,4.0,12.0,41.0
2006-01-22,3.0,0.0,0.0,30.0
2006-01-23,-28.0,0.0,85.0,34.0
2006-01-24,-21.0,0.0,81.0,24.0
2006-01-25,7.0,5.0,24.0,36.0
2006-01-26,11.0,-1.0,0.0,53.0
2006-01-27,-19.0,-1.0,9.0,31.0
2006-01-28,-28.0,0.0,87.0,38.0
2006-01-29,-1.0,0.0,89.0,38.0
2006-01-30,34.0,0.0,30.0,30.0
2006-01-31,9.0,0.0,55.0,26.0
2006-02-01,-33.0,-1.0,13.0,14.0
2006-02-02,-18.0,-1.0,0.0,13.0
2006-02-03,15.0,0.0,0.0,16.0
2006-02-04,39.0,-1.0,13.0,24.0
2006-02-05,32.0,11.0,0.0,20.0
2006-02-06,46.0,3.0,0.0,27.0
2006-02-07,71.0,3.0,0.0,47.0
2006-02-08,53.0,34.0,37.0,54.0
2006-02-09,35.0,12.0,57.0,55.0
2006-02-10,28.0,4.0,0.0,28.0
2006-02-11,19.0,-1.0,3.0,12.0
2006-02-12,9.0,50.0,2.0,33.0
2006-02-13,28.0,0.0,0.0,38.0
2006-02-14,52.0,4.0,15.0,40.0
2006-02-15,71.0,39.0,18.0,54.0
2006-02-16,70.0,46.0,19.0,38.0
2006-02-17,53.0,53.0,0.0,43.0
2006-02-18,44.0,3.0,9.0,24.0
2006-02-19,45.0,-1.0,38.0,35.0
2006-02-20,33.0,0.0,0.0,58.0
2006-02-21,29.0,14.0,0.0,53.0
2006-02-22,16.0,0.0,0.0,51.0
2006-02-23,4.0,0.0,28.0,26.0
2006-02-24,9.0,0.0,78.0,56.0
2006-02-25,3.0,0.0,88.0,57.0
2006-02-26,9.0,0.0,56.0,38.0
2006-02-27,27.0,40.0,22.0,25.0
2006-02-28,20.0,72.0,29.0,33.0
2006-03-01,5.0,53.0,27.0,43.0
2006-03-02,2.0,33.0,73.0,43.0
2006-03-03,-18.0,15.0,28.0,12.0
2006-03-04,-9.0,14.0,65.0,28.0
2006-03-05,13.0,21.0,61.0,37.0
2006-03-06,23.0,55.0,64.0,34.0
2006-03-07,27.0,0.0,50.0,26.0
2006-03-08,43.0,90.0,0.0,35.0
2006-03-09,64.0,59.0,0.0,23.0
2006-03-10,50.0,67.0,3.0,39.0
2006-03-11,-3.0,2.0,24.0,44.0
2006-03-12,-24.0,0.0,83.0,18.0
2006-03-13,-16.0,0.0,90.0,30.0
2006-03-14,4.0,0.0,57.0,32.0
2006-03-15,11.0,0.0,90.0,37.0
2006-03-16,13.0,-1.0,0.0,43.0
2006-03-17,9.0,0.0,1.0,43.0
2006-03-18,7.0,0.0,58.0,40.0
2006-03-19,25.0,0.0,2.0,23.0
2006-03-20,43.0,0.0,46.0,29.0
2006-03-21,29.0,0.0,46.0,37.0
2006-03-22,11.0,0.0,60.0,23.0
2006-03-23,34.0,0.0,90.0,39.0
2006-03-24,62.0,15.0,3.0,43.0
2006-03-25,113.0,86.0,22.0,42.0
2006-03-26,142.0,93.0,37.0,55.0
2006-03-27,135.0,62.0,31.0,59.0
2006-03-28,104.0,1.0,60.0,69.0
2006-03-29,87.0,48.0,42.0,41.0
2006-03-30,117.0,13.0,13.0,64.0
2006-03-31,116.0,16.0,26.0,68.0
2006-04-01,111.0,1.0,51.0,52.0
2006-04-02,98.0,53.0,41.0,57.0
2006-04-03,75.0,22.0,25.0,43.0
2006-04-04,54.0,10.0,71.0,34.0
2006-04-05,42.0,0.0,67.0,30.0
2006-04-06,67.0,-1.0,54.0,44.0
2006-04-07,81.0,7.0,32.0,38.0
2006-04-08,76.0,40.0,36.0,53.0
2006-04-09,64.0,0.0,87.0,33.0
2006-04-10,57.0,-1.0,66.0,31.0
2006-04-11,49.0,24.0,25.0,45.0
2006-04-12,80.0,17.0,33.0,41.0
2006-04-13,100.0,79.0,6.0,48.0
2006-04-14,87.0,0.0,43.0,31.0
2006-04-15,86.0,39.0,4.0,32.0
2006-04-16,112.0,49.0,32.0,33.0
2006-04-17,111.0,10.0,56.0,38.0
2006-04-18,99.0,1.0,28.0,31.0
2006-04-19,104.0,0.0,9.0,39.0
2006-04-20,118.0,0.0,16.0,27.0
2006-04-21,135.0,-1.0,22.0,20.0
2006-04-22,78.0,-1.0,0.0,24.0
2006-04-23,88.0,7.0,16.0,16.0
2006-04-24,128.0,-1.0,51.0,20.0
2006-04-25,142.0,0.0,55.0,23.0
2006-04-26,126.0,19.0,31.0,24.0
2006-04-27,113.0,0.0,63.0,30.0
2006-04-28,77.0,-1.0,42.0,38.0
2006-04-29,71.0,5.0,49.0,35.0
2006-04-30,66.0,15.0,53.0,16.0
2006-05-01,79.0,37.0,16.0,42.0
2006-05-02,124.0,0.0,66.0,30.0
2006-05-03,176.0,0.0,56.0,30.0
2006-05-04,202.0,0.0,64.0,38.0
2006-05-05,192.0,0.0,56.0,28.0
2006-05-06,183.0,0.0,73.0,34.0
2006-05-07,187.0,0.0,37.0,50.0
2006-05-08,180.0,0.0,58.0,53.0
2006-05-09,190.0,0.0,80.0,38.0
2006-05-10,178.0,0.0,92.0,24.0
2006-05-11,189.0,0.0,88.0,22.0
2006-05-12,173.0,0.0,77.0,18.0
2006-05-13,156.0,0.0,58.0,23.0
2006-05-14,129.0,0.0,64.0,28.0
2006-05-15,152.0,4.0,12.0,34.0
2006-05-16,148.0,2.0,16.0,29.0
2006-05-17,162.0,17.0,30.0,25.0
2006-05-18,157.0,2.0,31.0,45.0
2006-05-19,127.0,76.0,8.0,68.0
2006-05-20,125.0,6.0,14.0,56.0
2006-05-21,138.0,58.0,11.0,38.0
2006-05-22,147.0,54.0,34.0,63.0
2006-05-23,103.0,38.0,36.0,40.0
2006-05-24,104.0,89.0,31.0,53.0
2006-05-25,102.0,38.0,14.0,29.0
2006-05-26,121.0,54.0,2.0,31.0
2006-05-27,141.0,45.0,0.0,35.0
2006-05-28,130.0,25.0,42.0,40.0
2006-05-29,111.0,30.0,40.0,35.0
2006-05-30,87.0,24.0,56.0,34.0
2006-05-31,101.0,3.0,1.0,37.0
2006-06-01,101.0,4.0,18.0,36.0
2006-06-02,123.0,0.0,72.0,21.0
2006-06-03,141.0,0.0,32.0,26.0
2006-06-04,127.0,-1.0,48.0,26.0
2006-06-05,116.0,-1.0,35.0,30.0
2006-06-06,124.0,0.0,55.0,25.0
2006-06-07,137.0,0.0,67.0,15.0
2006-06-08,166.0,0.0,87.0,19.0
2006-06-09,191.0,0.0,88.0,23.0
2006-06-10,213.0,0.0,86.0,28.0
2006-06-11,232.0,0.0,92.0,32.0
2006-06-12,227.0,0.0,91.0,33.0
2006-06-13,241.0,0.0,85.0,19.0
2006-06-14,165.0,48.0,2.0,32.0
2006-06-15,132.0,2.0,0.0,25.0
2006-06-16,143.0,-1.0,43.0,23.0
2006-06-17,174.0,0.0,87.0,17.0
2006-06-18,209.0,0.0,47.0,21.0
2006-06-19,195.0,6.0,44.0,33.0
2006-06-20,188.0,0.0,44.0,39.0
2006-06-21,157.0,12.0,13.0,50.0
2006-06-22,150.0,1.0,16.0,45.0
2006-06-23,158.0,0.0,29.0,20.0
2006-06-24,185.0,-1.0,47.0,19.0
2006-06-25,179.0,5.0,5.0,28.0
2006-06-26,160.0,2.0,1.0,35.0
2006-06-27,142.0,-1.0,16.0,22.0
2006-06-28,154.0,0.0,68.0,23.0
2006-06-29,171.0,0.0,83.0,27.0
2006-06-30,202.0,0.0,75.0,19.0
2006-07-01,228.0,0.0,82.0,27.0
2006-07-02,240.0,0.0,87.0,32.0
2006-07-03,237.0,0.0,91.0,31.0
2006-07-04,248.0,0.0,78.0,18.0
2006-07-05,240.0,2.0,39.0,23.0
2006-07-06,224.0,5.0,51.0,22.0
2006-07-07,203.0,1.0,20.0,27.0
2006-07-08,198.0,-1.0,43.0,25.0
2006-07-09,205.0,1.0,12.0,43.0
2006-07-10,208.0,-1.0,61.0,24.0
2006-07-11,194.0,62.0,32.0,20.0
2006-07-12,185.0,0.0,86.0,20.0
2006-07-13,197.0,0.0,92.0,32.0
2006-07-14,176.0,0.0,90.0,48.0
2006-07-15,195.0,0.0,91.0,35.0
2006-07-16,231.0,0.0,92.0,31.0
2006-07-17,241.0,0.0,92.0,23.0
2006-07-18,250.0,0.0,92.0,24.0
2006-07-19,269.0,0.0,87.0,20.0
2006-07-20,256.0,0.0,58.0,33.0
2006-07-21,242.0,0.0,84.0,23.0
2006-07-22,230.0,4.0,44.0,23.0
2006-07-23,224.0,0.0,39.0,21.0
2006-07-24,229.0,0.0,64.0,16.0
2006-07-25,252.0,0.0,67.0,30.0
2006-07-26,258.0,0.0,73.0,25.0
2006-07-27,235.0,-1.0,16.0,14.0
2006-07-28,222.0,11.0,26.0,17.0
2006-07-29,213.0,0.0,42.0,18.0
2006-07-30,200.0,64.0,13.0,26.0
2006-07-31,186.0,-1.0,40.0,29.0
2006-08-01,179.0,48.0,19.0,40.0
2006-08-02,155.0,49.0,11.0,36.0
2006-08-03,162.0,79.0,15.0,19.0
2006-08-04,188.0,84.0,31.0,45.0
2006-08-05,201.0,-1.0,70.0,35.0
2006-08-06,200.0,0.0,71.0,33.0
2006-08-07,189.0,3.0,24.0,27.0
2006-08-08,167.0,-1.0,7.0,28.0
2006-08-09,153.0,31.0,15.0,24.0
2006-08-10,141.0,42.0,8.0,25.0
2006-08-11,129.0,52.0,7.0,17.0
2006-08-12,140.0,73.0,10.0,13.0
2006-08-13,155.0,0.0,71.0,25.0
2006-08-14,161.0,47.0,6.0,33.0
2006-08-15,167.0,-1.0,8.0,31.0
2006-08-16,174.0,40.0,46.0,19.0
2006-08-17,187.0,0.0,14.0,24.0
2006-08-18,189.0,57.0,26.0,34.0
2006-08-19,187.0,32.0,58.0,32.0
2006-08-20,166.0,24.0,17.0,34.0
2006-08-21,167.0,90.0,23.0,31.0
2006-08-22,157.0,-1.0,41.0,27.0
2006-08-23,166.0,-1.0,37.0,18.0
2006-08-24,167.0,7.0,9.0,20.0
2006-08-25,163.0,3.0,21.0,22.0
2006-08-26,149.0,0.0,13.0,16.0
2006-08-27,155.0,40.0,44.0,26.0
